"","disorder","sex","age","CIF","CIF_lb","CIF_ub","IR","IR_lb","IR_ub","disorder_group","disorder_full"
"5653","BED","F",18.5,4.75,4.72,4.77,27.33,26.81,27.86,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5654","BED","F",19,4.87,4.84,4.89,25.14,24.66,25.64,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5655","BED","F",19.5,4.98,4.95,5,23.05,22.6,23.51,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5656","BED","F",20,5.08,5.06,5.11,21.08,20.67,21.49,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5657","BED","F",20.5,5.16,5.14,5.19,19.24,18.87,19.62,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5658","BED","F",21,5.24,5.21,5.26,17.55,17.21,17.9,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5659","BED","F",21.5,5.31,5.28,5.33,16.01,15.68,16.34,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5660","BED","F",22,5.38,5.35,5.4,14.61,14.3,14.93,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5661","BED","F",22.5,5.44,5.42,5.47,13.36,13.06,13.67,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5662","BED","F",23,5.5,5.48,5.53,12.25,11.96,12.56,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5663","BED","F",23.5,5.56,5.53,5.59,11.28,10.98,11.57,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5664","BED","F",24,5.62,5.6,5.65,10.42,10.13,10.72,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5665","BED","F",24.5,5.67,5.65,5.7,9.68,9.4,9.97,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5666","BED","F",25,5.73,5.7,5.75,9.05,8.77,9.34,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5667","BED","F",25.5,5.78,5.75,5.81,8.52,8.25,8.8,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5668","BED","F",26,5.83,5.8,5.85,8.08,7.82,8.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5669","BED","F",26.5,5.87,5.85,5.9,7.74,7.48,8,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5670","BED","F",27,5.92,5.89,5.94,7.48,7.23,7.73,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5671","BED","F",27.5,5.97,5.94,5.99,7.3,7.06,7.55,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5672","BED","F",28,6.01,5.98,6.04,7.19,6.97,7.43,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5673","BED","F",28.5,6.05,6.02,6.08,7.14,6.92,7.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5674","BED","F",29,6.09,6.06,6.12,7.13,6.91,7.34,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5675","BED","F",29.5,6.13,6.1,6.16,7.14,6.93,7.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5676","BED","F",30,6.17,6.14,6.19,7.18,6.97,7.4,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5677","BED","F",30.5,6.2,6.17,6.23,7.23,7.01,7.45,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5678","BED","F",31,6.24,6.21,6.26,7.27,7.04,7.5,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5679","BED","F",31.5,6.27,6.24,6.3,7.3,7.06,7.54,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5680","BED","F",32,6.31,6.28,6.33,7.3,7.05,7.56,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5681","BED","F",32.5,6.34,6.31,6.36,7.27,7.01,7.54,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5682","BED","F",33,6.37,6.34,6.39,7.19,6.92,7.47,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5683","BED","F",33.5,6.4,6.37,6.42,7.05,6.79,7.33,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5684","BED","F",34,6.43,6.4,6.46,6.85,6.59,7.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5685","BED","F",34.5,6.45,6.43,6.48,6.58,6.33,6.84,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5686","BED","F",35,6.48,6.46,6.51,6.24,6.01,6.48,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5687","BED","F",35.5,6.51,6.48,6.54,5.83,5.63,6.05,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5688","BED","F",36,6.54,6.51,6.56,5.39,5.2,5.57,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5689","BED","F",36.5,6.56,6.54,6.59,4.91,4.76,5.08,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5690","BED","F",37,6.59,6.56,6.62,4.44,4.3,4.58,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5691","BED","F",37.5,6.61,6.58,6.64,3.97,3.85,4.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5692","BED","F",38,6.64,6.61,6.66,3.53,3.42,3.65,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5693","BED","F",38.5,6.66,6.63,6.69,3.12,3.01,3.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5694","BED","F",39,6.68,6.65,6.71,2.74,2.63,2.85,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5695","BED","F",39.5,6.7,6.68,6.73,2.4,2.3,2.51,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5696","BED","F",40,6.73,6.7,6.75,2.1,2,2.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5697","BED","F",40.5,6.75,6.72,6.77,1.84,1.74,1.94,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5698","BED","F",41,6.76,6.74,6.79,1.61,1.52,1.7,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5699","BED","F",41.5,6.78,6.75,6.81,1.41,1.33,1.5,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5700","BED","F",42,6.8,6.77,6.83,1.24,1.16,1.32,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5701","BED","F",42.5,6.82,6.79,6.85,1.1,1.03,1.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5702","BED","F",43,6.83,6.8,6.86,0.98,0.91,1.05,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5703","BED","F",43.5,6.85,6.82,6.88,0.88,0.82,0.94,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5704","BED","F",44,6.86,6.83,6.89,0.79,0.73,0.86,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5705","BED","F",44.5,6.88,6.85,6.9,0.72,0.66,0.78,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5706","BED","F",45,6.89,6.86,6.92,0.66,0.6,0.72,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5707","BED","F",45.5,6.9,6.87,6.93,0.61,0.55,0.67,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5708","BED","F",46,6.91,6.89,6.94,0.56,0.5,0.62,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5709","BED","F",46.5,6.93,6.9,6.95,0.52,0.46,0.58,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5710","BED","F",47,6.94,6.91,6.96,0.48,0.42,0.54,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5711","BED","F",47.5,6.95,6.92,6.97,0.44,0.39,0.51,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5712","BED","F",48,6.95,6.93,6.98,0.41,0.36,0.48,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5713","BED","F",48.5,6.96,6.93,6.99,0.38,0.33,0.45,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5714","BED","F",49,6.97,6.94,7,0.36,0.3,0.42,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5715","BED","F",49.5,6.98,6.95,7,0.33,0.28,0.39,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5716","BED","F",50,6.98,6.95,7.01,0.3,0.26,0.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5717","BED","F",50.5,6.99,6.96,7.02,0.28,0.24,0.33,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5718","BED","F",51,6.99,6.96,7.02,0.26,0.22,0.3,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5719","BED","F",51.5,7,6.97,7.03,0.23,0.2,0.28,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5720","BED","F",52,7,6.98,7.03,0.21,0.18,0.25,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5721","BED","F",52.5,7.01,6.98,7.04,0.19,0.16,0.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5722","BED","F",53,7.02,6.99,7.04,0.17,0.15,0.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5723","BED","F",53.5,7.02,6.99,7.05,0.16,0.13,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5724","BED","F",54,7.02,7,7.05,0.14,0.12,0.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5725","BED","F",54.5,7.03,7,7.06,0.13,0.1,0.16,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5726","BED","F",55,7.03,7,7.06,0.12,0.09,0.15,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5727","BED","F",55.5,7.03,7.01,7.06,0.11,0.08,0.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5728","BED","F",56,7.04,7.01,7.07,0.1,0.08,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5729","BED","F",56.5,7.04,7.01,7.07,0.09,0.07,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5730","BED","F",57,7.04,7.02,7.07,0.09,0.06,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5731","BED","F",57.5,7.05,7.02,7.07,0.08,0.06,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5732","BED","F",58,7.05,7.02,7.08,0.08,0.06,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5733","BED","F",58.5,7.05,7.02,7.08,0.07,0.05,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5734","BED","F",59,7.05,7.02,7.08,0.07,0.05,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5735","BED","F",59.5,7.05,7.03,7.08,0.07,0.05,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5736","BED","F",60,7.06,7.03,7.08,0.07,0.05,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5737","BED","F",60.5,7.06,7.03,7.09,0.07,0.05,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5738","BED","F",61,7.06,7.03,7.09,0.07,0.06,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5739","BED","F",61.5,7.06,7.03,7.09,0.08,0.06,0.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5740","BED","F",62,7.06,7.03,7.09,0.08,0.06,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5741","BED","F",62.5,7.06,7.03,7.09,0.08,0.06,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5742","BED","F",63,7.06,7.03,7.09,0.09,0.06,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5743","BED","F",63.5,7.06,7.04,7.09,0.09,0.07,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5744","BED","F",64,7.07,7.04,7.09,0.1,0.07,0.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5745","BED","F",64.5,7.07,7.04,7.09,0.1,0.07,0.15,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5746","BED","F",65,7.07,7.04,7.09,0.11,0.07,0.16,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5747","BED","F",65.5,7.07,7.04,7.09,0.11,0.08,0.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5748","BED","F",66,7.07,7.04,7.1,0.12,0.08,0.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5749","BED","F",66.5,7.07,7.04,7.1,0.12,0.08,0.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5750","BED","F",67,7.07,7.04,7.1,0.13,0.08,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5751","BED","F",67.5,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5752","BED","F",68,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5753","BED","F",68.5,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5754","BED","F",69,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5755","BED","F",69.5,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5756","BED","F",70,7.07,7.04,7.1,0.13,0.09,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5757","BED","F",70.5,7.07,7.04,7.1,0.13,0.09,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5758","BED","F",71,7.07,7.04,7.1,0.13,0.08,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5759","BED","F",71.5,7.07,7.04,7.1,0.12,0.08,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5760","BED","F",72,7.07,7.04,7.1,0.12,0.07,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5761","BED","F",72.5,7.07,7.04,7.1,0.12,0.07,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5762","BED","F",73,7.07,7.04,7.1,0.11,0.06,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5763","BED","F",73.5,7.07,7.04,7.1,0.11,0.06,0.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5764","BED","F",74,7.07,7.04,7.1,0.1,0.05,0.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5765","BED","F",74.5,7.07,7.04,7.1,0.1,0.04,0.22,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5766","BED","F",75,7.07,7.05,7.1,0.1,0.04,0.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5767","BED","F",75.5,7.07,7.05,7.1,0.09,0.04,0.24,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5768","BED","F",76,7.07,7.05,7.1,0.09,0.03,0.24,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5769","BED","F",76.5,7.07,7.05,7.1,0.08,0.03,0.25,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5770","BED","F",77,7.07,7.05,7.1,0.08,0.03,0.26,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5771","BED","F",77.5,7.07,7.05,7.1,0.08,0.02,0.27,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5772","BED","F",78,7.07,7.05,7.1,0.08,0.02,0.29,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5773","BED","F",78.5,7.08,7.05,7.1,0.07,0.02,0.3,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5774","BED","F",79,7.08,7.05,7.1,0.07,0.02,0.31,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5775","BED","F",79.5,7.08,7.05,7.11,0.07,0.01,0.32,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5776","BED","F",80,7.08,7.05,7.11,0.06,0.01,0.34,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5777","BED","M",0,0,0,0,0,0,0,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5778","BED","M",1,0,0,0,14.98,14.54,15.42,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5779","BED","M",1.5,0.02,0.02,0.02,17.05,16.59,17.52,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5780","BED","M",2,0.04,0.03,0.04,19.4,18.93,19.9,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5781","BED","M",2.5,0.06,0.06,0.06,22.09,21.59,22.6,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5782","BED","M",3,0.08,0.08,0.09,25.14,24.62,25.67,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5783","BED","M",3.5,0.12,0.12,0.13,28.61,28.08,29.16,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5784","BED","M",4,0.18,0.18,0.19,32.52,31.97,33.09,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5785","BED","M",4.5,0.28,0.28,0.29,36.87,36.31,37.45,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5786","BED","M",5,0.44,0.43,0.45,41.65,41.07,42.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5787","BED","M",5.5,0.69,0.68,0.7,46.8,46.21,47.4,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5788","BED","M",6,0.98,0.97,0.99,52.26,51.64,52.88,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5789","BED","M",6.5,1.27,1.26,1.28,57.92,57.27,58.57,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5790","BED","M",7,1.6,1.59,1.61,63.62,62.93,64.31,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5791","BED","M",7.5,1.97,1.96,1.99,69.17,68.43,69.92,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5792","BED","M",8,2.41,2.39,2.43,74.36,73.56,75.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5793","BED","M",8.5,2.87,2.85,2.89,78.94,78.08,79.81,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5794","BED","M",9,3.34,3.32,3.36,82.64,81.72,83.56,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5795","BED","M",9.5,3.78,3.75,3.8,85.2,84.24,86.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5796","BED","M",10,4.19,4.17,4.21,86.42,85.44,87.41,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5797","BED","M",10.5,4.55,4.53,4.57,86.1,85.13,87.09,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5798","BED","M",11,4.91,4.89,4.94,84.18,83.24,85.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5799","BED","M",11.5,5.26,5.24,5.28,80.7,79.81,81.6,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5800","BED","M",12,5.58,5.56,5.61,75.97,75.15,76.81,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5801","BED","M",12.5,5.87,5.85,5.9,70.4,69.64,71.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5802","BED","M",13,6.14,6.11,6.17,64.36,63.65,65.07,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5803","BED","M",13.5,6.38,6.35,6.41,58.16,57.5,58.83,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5804","BED","M",14,6.6,6.57,6.63,52.08,51.45,52.71,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5805","BED","M",14.5,6.83,6.8,6.86,46.3,45.7,46.91,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5806","BED","M",15,7.04,7.01,7.07,40.97,40.4,41.55,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5807","BED","M",15.5,7.25,7.22,7.28,36.16,35.61,36.71,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5808","BED","M",16,7.44,7.41,7.47,31.9,31.38,32.42,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5809","BED","M",16.5,7.63,7.6,7.66,28.19,27.7,28.69,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5810","BED","M",17,7.81,7.78,7.84,25.01,24.56,25.48,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5811","BED","M",17.5,7.98,7.95,8.01,22.33,21.91,22.76,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5812","BED","M",18,8.14,8.11,8.17,20.11,19.71,20.51,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5813","BED","M",18.5,8.23,8.2,8.26,18.29,17.93,18.67,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5814","BED","M",19,8.33,8.3,8.36,16.86,16.52,17.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5815","BED","M",19.5,8.43,8.4,8.46,15.77,15.45,16.09,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5816","BED","M",20,8.52,8.49,8.55,14.94,14.65,15.24,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5817","BED","M",20.5,8.6,8.57,8.63,14.34,14.06,14.62,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5818","BED","M",21,8.69,8.66,8.72,13.91,13.64,14.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5819","BED","M",21.5,8.76,8.73,8.79,13.62,13.35,13.88,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5820","BED","M",22,8.83,8.8,8.86,13.44,13.17,13.71,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5821","BED","M",22.5,8.9,8.87,8.93,13.35,13.08,13.62,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5822","BED","M",23,8.97,8.94,9,13.33,13.05,13.62,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5823","BED","M",23.5,9.04,9.01,9.07,13.36,13.06,13.66,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5824","BED","M",24,9.11,9.07,9.14,13.42,13.11,13.74,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5825","BED","M",24.5,9.17,9.14,9.2,13.5,13.17,13.84,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5826","BED","M",25,9.23,9.2,9.27,13.57,13.22,13.92,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5827","BED","M",25.5,9.29,9.26,9.32,13.61,13.25,13.98,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5828","BED","M",26,9.36,9.33,9.39,13.61,13.24,13.98,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5829","BED","M",26.5,9.42,9.38,9.45,13.54,13.18,13.92,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5830","BED","M",27,9.47,9.44,9.51,13.4,13.04,13.77,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5831","BED","M",27.5,9.53,9.5,9.56,13.16,12.81,13.52,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5832","BED","M",28,9.59,9.56,9.62,12.83,12.5,13.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5833","BED","M",28.5,9.64,9.61,9.67,12.43,12.12,12.75,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5834","BED","M",29,9.69,9.66,9.73,11.97,11.67,12.27,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5835","BED","M",29.5,9.75,9.72,9.78,11.45,11.18,11.74,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5836","BED","M",30,9.8,9.76,9.83,10.9,10.64,11.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5837","BED","M",30.5,9.84,9.81,9.88,10.33,10.07,10.59,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5838","BED","M",31,9.89,9.86,9.92,9.74,9.48,10,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5839","BED","M",31.5,9.93,9.9,9.97,9.14,8.89,9.4,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5840","BED","M",32,9.97,9.94,10,8.55,8.31,8.8,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5841","BED","M",32.5,10.01,9.98,10.05,7.97,7.73,8.22,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5842","BED","M",33,10.06,10.02,10.09,7.41,7.18,7.64,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5843","BED","M",33.5,10.09,10.06,10.12,6.87,6.65,7.09,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
